coord,semantic_name,family,geometry_class,auto_compose,ports,topology,review_state,selection_scope,review_note
"1,6",damaged_railing_slope_a,retaining_transition,damaged_slope,False,W|E,slope_fall_east,reviewed_manual_only,explicit_authored_only,Damaged railing slopes downward toward east; explicit damage/elevation beat.
"2,6",damaged_railing_slope_b,retaining_transition,damaged_slope,False,W|E,slope_rise_east,reviewed_manual_only,explicit_authored_only,Damaged railing slopes upward toward east; explicit damage/elevation beat.
"3,6",ornamental_railing_post,ornamental_railing,railing_post,False,,authored_punctuation,not_needed_manual,explicit_authored_only,
"4,6",plain_wall_terminal,retaining_wall,terminal,False,,authored_punctuation,not_needed_manual,explicit_authored_only,
"5,6",industrial_panel_wall,industrial_facade,panel_wall,False,,authored_special,not_needed_manual,explicit_authored_only,
"6,6",rubble_slope_a,rubble_transition,rubble_slope,False,W|E,rubble_slope_rise_east,reviewed_manual_only,explicit_authored_only,Rubble slope rises toward east; authored damage transition.
"7,6",rubble_slope_b,rubble_transition,rubble_slope,False,W|E,rubble_slope_rise_east,reviewed_manual_only,explicit_authored_only,Rubble slope rises toward east; authored damage transition.
"8,6",rubble_slope_c,rubble_transition,rubble_slope,False,W|E,rubble_slope_rise_east,reviewed_manual_only,explicit_authored_only,Rubble slope rises toward east; authored damage transition.
"9,6",rubble_slope_d,rubble_transition,rubble_slope,False,W|E,rubble_slope_rise_east,reviewed_manual_only,explicit_authored_only,Rubble slope rises toward east; authored damage transition.
"10,6",heavy_industrial_facade_a,industrial_facade,heavy_facade,False,,authored_special,not_needed_manual,explicit_authored_only,
"11,6",heavy_industrial_facade_b,industrial_facade,heavy_facade,False,,authored_special,not_needed_manual,explicit_authored_only,
"12,6",heavy_industrial_facade_c,industrial_facade,heavy_facade,False,,authored_special,not_needed_manual,explicit_authored_only,
"13,6",heavy_industrial_facade_d,industrial_facade,heavy_facade,False,,authored_special,not_needed_manual,explicit_authored_only,
"0,7",heavy_industrial_facade_e,industrial_facade,heavy_facade,False,,authored_special,not_needed_manual,explicit_authored_only,
"1,7",heavy_industrial_facade_f,industrial_facade,heavy_facade,False,,authored_special,not_needed_manual,explicit_authored_only,
"2,7",heavy_industrial_facade_g,industrial_facade,heavy_facade,False,,authored_special,not_needed_manual,explicit_authored_only,
"3,7",service_facade_small,service_facade,panel_facade,False,,authored_special,not_needed_manual,explicit_authored_only,
"4,7",civic_gate_rect_open,service_facade,rect_opening,False,,authored_special,not_needed_manual,explicit_authored_only,
"5,7",service_facade_panel,service_facade,panel_facade,False,,authored_special,not_needed_manual,explicit_authored_only,
"6,7",service_facade_window,service_facade,window,False,,authored_special,not_needed_manual,explicit_authored_only,
"7,7",service_facade_door,service_facade,door,False,,authored_special,not_needed_manual,explicit_authored_only,
"8,7",ornate_gate_dark_a,ornate_facade,gate,False,,authored_special,not_needed_manual,explicit_authored_only,
"9,7",ornate_gate_dark_b,ornate_facade,gate,False,,authored_special,not_needed_manual,explicit_authored_only,
"10,7",ornate_machine_facade,ornate_facade,machine_facade,False,,authored_special,not_needed_manual,explicit_authored_only,
"11,7",arched_door_civic_a,ornate_facade,arched_door,False,,authored_special,not_needed_manual,explicit_authored_only,
"12,7",arched_door_civic_b,ornate_facade,arched_door,False,,authored_special,not_needed_manual,explicit_authored_only,
"13,7",arched_door_civic_c,ornate_facade,arched_door,False,,authored_special,not_needed_manual,explicit_authored_only,
"0,8",ornate_arch_gate_a,ornate_facade,arched_gate,False,,authored_special,not_needed_manual,explicit_authored_only,
"1,8",ornate_arch_gate_b,ornate_facade,arched_gate,False,,authored_special,not_needed_manual,explicit_authored_only,
"2,8",ornate_arch_gate_c,ornate_facade,arched_gate,False,,authored_special,not_needed_manual,explicit_authored_only,
"3,8",ornate_arch_gate_d,ornate_facade,arched_gate,False,,authored_special,not_needed_manual,explicit_authored_only,
"4,8",ornate_arch_gate_e,ornate_facade,arched_gate,False,,authored_special,not_needed_manual,explicit_authored_only,
"5,8",ornate_arch_gate_f,ornate_facade,arched_gate,False,,authored_special,not_needed_manual,explicit_authored_only,
"6,8",ornate_small_door,ornate_facade,door,False,,authored_special,not_needed_manual,explicit_authored_only,
"7,8",ornate_facade_plain,ornate_facade,plain_facade,False,,authored_special,not_needed_manual,explicit_authored_only,
"8,8",teal_double_door_a,station_facade,double_door,False,,authored_special,not_needed_manual,explicit_authored_only,
"9,8",teal_double_door_b,station_facade,double_door,False,,authored_special,not_needed_manual,explicit_authored_only,
"10,8",dark_double_door,station_facade,double_door,False,,authored_special,not_needed_manual,explicit_authored_only,
"11,8",teal_double_door_c,station_facade,double_door,False,,authored_special,not_needed_manual,explicit_authored_only,
"12,8",teal_double_door_d,station_facade,double_door,False,,authored_special,not_needed_manual,explicit_authored_only,
"13,8",vertical_service_gate,station_facade,vertical_gate,False,,authored_special,not_needed_manual,explicit_authored_only,
"0,9",sealed_hazard_door,damaged_facade,sealed_door,False,,authored_special,not_needed_manual,explicit_authored_only,
"1,9",ornate_gate_damaged_top,damaged_facade,gate,False,,authored_special,not_needed_manual,explicit_authored_only,
"2,9",rubble_breach_left,rubble_transition,breach,False,E,breach_left_terminal,reviewed_manual_only,explicit_authored_only,Left-side breach terminal feeding rubble/opening to east.
"3,9",door_rubble_left,damaged_facade,door_breach,False,,authored_special,not_needed_manual,explicit_authored_only,
"4,9",rubble_breach_center_a,rubble_transition,breach,False,W|E,breach_center,reviewed_manual_only,explicit_authored_only,Centered rubble breach with surviving wall context on both sides.
"5,9",rubble_breach_right_a,rubble_transition,breach,False,W,breach_right_terminal,reviewed_manual_only,explicit_authored_only,Right-side breach terminal fed from west.
"6,9",rubble_breach_center_b,rubble_transition,breach,False,W|E,breach_center,reviewed_manual_only,explicit_authored_only,Centered rubble breach variant; explicit authored damage.
"7,9",rubble_pile_open,rubble_transition,rubble_open,False,,rubble_open,reviewed_manual_only,explicit_authored_only,Open rubble pile with no reliable structural continuation ports.
"8,9",collapsed_facade_window,damaged_facade,collapsed_window,False,,authored_special,not_needed_manual,explicit_authored_only,
"9,9",intact_window_facade_a,damaged_facade,window,False,,authored_special,not_needed_manual,explicit_authored_only,
"10,9",broken_facade_large_hole,damaged_facade,breach,False,,authored_special,not_needed_manual,explicit_authored_only,
"11,9",destroyed_facade_void,damaged_facade,breach,False,,authored_special,not_needed_manual,explicit_authored_only,
"12,9",intact_window_facade_b,damaged_facade,window,False,,authored_special,not_needed_manual,explicit_authored_only,
"13,9",circular_sealed_wall,damaged_facade,sealed_wall,False,,authored_special,not_needed_manual,explicit_authored_only,
"0,10",rubble_breach_wall,rubble_transition,breach,False,W|E,breach_center,reviewed_manual_only,explicit_authored_only,Large breached wall framed by surviving sides; explicit authored damage.
"1,10",narrow_gate_facade,industrial_facade,gate,False,,authored_special,not_needed_manual,explicit_authored_only,
"2,10",rubble_pile_large,rubble_transition,rubble_open,False,,rubble_open,reviewed_manual_only,explicit_authored_only,Large freestanding rubble pile; no automatic wall continuation.
"3,10",rubble_pile_long,rubble_transition,rubble_open,False,W|E,rubble_span,reviewed_manual_only,explicit_authored_only,Long rubble span with surviving side structures; explicit authored damage.
"4,10",damaged_service_facade,damaged_facade,service_facade,False,,authored_special,not_needed_manual,explicit_authored_only,
"5,10",broken_railing_facade,damaged_facade,railing_facade,False,,authored_special,not_needed_manual,explicit_authored_only,
"6,10",hazard_wall_damaged,hazard_facade,wall,False,,authored_damage,not_needed_manual,explicit_authored_only,
"7,10",service_wall_broken_terminal,hazard_facade,terminal,False,,authored_damage,not_needed_manual,explicit_authored_only,
"8,10",hazard_gate_side_a,hazard_facade,gate_side,False,,authored_punctuation,not_needed_manual,explicit_authored_only,
"9,10",hazard_gate_side_b,hazard_facade,gate_side,False,,authored_punctuation,not_needed_manual,explicit_authored_only,
"10,10",hazard_retaining_straight_a,hazard_facade,straight,True,W|E,straight_we,reviewed_safe,topology_then_family_variant,
"11,10",hazard_retaining_straight_b,hazard_facade,straight,True,W|E,straight_we,reviewed_safe,topology_then_family_variant,
"12,10",service_panel_hazard,hazard_facade,service_panel,False,,authored_punctuation,not_needed_manual,explicit_authored_only,
"13,10",hazard_retaining_straight_c,hazard_facade,straight,True,W|E,straight_we,reviewed_safe,topology_then_family_variant,
"0,11",hazard_railing_wall,hazard_facade,railing_wall,False,,authored_punctuation,not_needed_manual,explicit_authored_only,
"1,11",hazard_retaining_wall,hazard_facade,straight,True,W|E,straight_we,reviewed_safe,topology_then_family_variant,
"2,11",rubble_cluster_low,rubble_transition,rubble_open,False,,rubble_open,reviewed_manual_only,explicit_authored_only,Low rubble cluster; no automatic wall continuation.
"3,11",hazard_gate_panel,hazard_facade,gate_panel,False,,authored_punctuation,not_needed_manual,explicit_authored_only,
"4,11",service_gate_panel,hazard_facade,service_panel,False,,authored_punctuation,not_needed_manual,explicit_authored_only,
"5,11",hazard_retaining_plain,hazard_facade,straight,True,W|E,straight_we,reviewed_safe,topology_then_family_variant,
"6,11",hazard_plate_wall,hazard_facade,plate_wall,False,,authored_punctuation,not_needed_manual,explicit_authored_only,
"7,11",hazard_slope_transition,hazard_transition,slope,False,W|E,hazard_slope_fall_east,reviewed_manual_only,explicit_authored_only,Hazard-marked diagonal slope; explicit authored transition.
"8,11",hazard_inner_corner_a,hazard_transition,angled_corner,True,E|S,corner_es_diagonal,reviewed_safe,topology_then_family_variant,Hazard inner corner turning east-to-south.
"9,11",canal_edge_straight_a,canal_edge,straight,True,W|E,straight_we,reviewed_safe,topology_then_family_variant,
"10,11",canal_edge_straight_b,canal_edge,straight,True,W|E,straight_we,reviewed_safe,topology_then_family_variant,
"11,11",canal_corner_a,canal_edge,angled_corner,True,W|S,canal_corner_ws,reviewed_safe,topology_then_family_variant,Canal edge turns west-to-south; water/open region lies lower-left.
"12,11",canal_corner_b,canal_edge,angled_corner,True,E|S,canal_corner_es,reviewed_safe,topology_then_family_variant,Canal edge turns east-to-south; mirrored source-authored counterpart.
"13,11",canal_edge_straight_c,canal_edge,straight,True,W|E,straight_we,reviewed_safe,topology_then_family_variant,
"0,12",chain_railing_a,ornamental_railing,chain_railing,True,W|E,straight_we,reviewed_safe,topology_then_family_variant,
"1,12",chain_railing_b,ornamental_railing,chain_railing,True,W|E,straight_we,reviewed_safe,topology_then_family_variant,
"2,12",chain_railing_c,ornamental_railing,chain_railing,True,W|E,straight_we,reviewed_safe,topology_then_family_variant,
"3,12",chain_railing_d,ornamental_railing,chain_railing,True,W|E,straight_we,reviewed_safe,topology_then_family_variant,
"4,12",broken_chain_railing,ornamental_railing,broken_railing,False,,authored_damage,not_needed_manual,explicit_authored_only,
"5,12",stair_railing_transition,retaining_transition,stair_transition,False,W|E,stair_transition,reviewed_manual_only,explicit_authored_only,Stair/railing module; explicit authored stair only.
"6,12",hazard_stair_slope,hazard_transition,stair_slope,False,W|E,hazard_stair_rise_east,reviewed_manual_only,explicit_authored_only,Hazard stair/slope rises toward east; explicit traversal transition.
"7,12",hazard_wall_straight,hazard_facade,straight,True,W|E,straight_we,reviewed_safe,topology_then_family_variant,
"8,12",hazard_corner_diagonal,hazard_transition,angled_corner,False,,manual_diagonal_corner,reviewed_manual_only,explicit_authored_only,Diagonal hazard corner has mixed wall/ground footprint; keep explicit/manual.
"9,12",canal_wall_straight_a,canal_edge,straight,True,W|E,straight_we,reviewed_safe,topology_then_family_variant,
"10,12",canal_wall_straight_b,canal_edge,straight,True,W|E,straight_we,reviewed_safe,topology_then_family_variant,
"11,12",canal_corner_diagonal,canal_edge,angled_corner,False,,manual_canal_diagonal_corner,reviewed_manual_only,explicit_authored_only,Diagonal canal corner; preserve as authored special rather than grid-autotile.
"12,12",canal_wall_straight_c,canal_edge,straight,True,W|E,straight_we,reviewed_safe,topology_then_family_variant,
"13,12",canal_pool_vertical_end,canal_edge,endcap,False,,isolated_pool_end,reviewed_manual_only,explicit_authored_only,Closed/near-closed small pool/end module; not a generic neighbor-mask tile.
"0,13",service_railing_a,service_railing,railing,True,W|E,straight_we,reviewed_safe,topology_then_family_variant,
"1,13",service_railing_b,service_railing,railing,True,W|E,straight_we,reviewed_safe,topology_then_family_variant,
"2,13",hazard_service_railing,service_railing,railing,True,W|E,straight_we,reviewed_safe,topology_then_family_variant,
"3,13",industrial_wall_panel,industrial_facade,panel_wall,False,,authored_special,not_needed_manual,explicit_authored_only,
"4,13",service_railing_c,service_railing,railing,True,W|E,straight_we,reviewed_safe,topology_then_family_variant,
"5,13",hazard_service_wall,industrial_facade,hazard_wall,False,,authored_special,not_needed_manual,explicit_authored_only,
"6,13",pipe_service_railing,service_railing,railing,True,W|E,straight_we,reviewed_safe,topology_then_family_variant,
"7,13",service_railing_d,service_railing,railing,True,W|E,straight_we,reviewed_safe,topology_then_family_variant,
"8,13",service_railing_e,service_railing,railing,True,W|E,straight_we,reviewed_safe,topology_then_family_variant,
"9,13",canal_pool_corner_left,canal_edge,corner,True,E|S,canal_pool_corner_es,reviewed_safe,topology_then_family_variant,Pool frame corner turning east-to-south.
"10,13",canal_pool_straight_a,canal_edge,straight,True,W|E,straight_we,reviewed_safe,topology_then_family_variant,
"11,13",canal_pool_straight_b,canal_edge,straight,True,W|E,straight_we,reviewed_safe,topology_then_family_variant,
"12,13",canal_pool_frame_end,canal_edge,endcap,False,,manual_pool_frame_end,reviewed_manual_only,explicit_authored_only,U/frame-like pool end; explicit authored water geometry required.
"13,13",canal_pool_curved_corner,canal_edge,rounded_corner,False,,manual_pool_curved_corner,reviewed_manual_only,explicit_authored_only,Large curved pool corner; explicit authored water geometry required.
